HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,TxtValue,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2014,FI,Finland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2014,FR,France,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2014,HR,Croatia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2014,HU,Hungary,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2014,IE,Ireland,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2014,IT,Italy,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2014,LT,Lithuania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2014,LU,Luxembourg,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2014,LV,Latvia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2014,NO,Norway,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2014,PL,Poland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2014,RO,Romania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2014,SE,Sweden,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2014,SI,Slovenia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2014,SK,Slovakia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2014,UK,United Kingdom,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,AT,Austria,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,BE,Belgium,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,BG,Bulgaria,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,CZ,Czech Republic,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,DE,Germany,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,EE,Estonia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,EL,Greece,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,ES,Spain,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,EU_EEA31,EU/EEA,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,EU28,EU,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,FI,Finland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,FR,France,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,HR,Croatia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,HU,Hungary,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,IE,Ireland,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,IT,Italy,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,LT,Lithuania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,LU,Luxembourg,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,LV,Latvia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,NO,Norway,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,PL,Poland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,RO,Romania,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,SE,Sweden,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,SI,Slovenia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,SK,Slovakia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2015,UK,United Kingdom,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,AT,Austria,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,BE,Belgium,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,BG,Bulgaria,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,CZ,Czech Republic,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,DE,Germany,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,EE,Estonia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,EL,Greece,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,ES,Spain,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,EU_EEA31,EU/EEA,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,EU28,EU,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,FI,Finland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,FR,France,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,HR,Croatia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,HU,Hungary,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,IE,Ireland,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,IT,Italy,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,LT,Lithuania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,LU,Luxembourg,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,LV,Latvia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,NL,Netherlands,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,NO,Norway,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,PL,Poland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,RO,Romania,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,SE,Sweden,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,SI,Slovenia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,SK,Slovakia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2016,UK,United Kingdom,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,AT,Austria,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,BE,Belgium,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,BG,Bulgaria,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,CZ,Czech Republic,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,DE,Germany,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,EE,Estonia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,EL,Greece,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,ES,Spain,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,EU_EEA31,EU/EEA,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,EU28,EU,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,FI,Finland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,FR,France,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,HR,Croatia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,HU,Hungary,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,IE,Ireland,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,IT,Italy,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,LT,Lithuania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,LU,Luxembourg,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,LV,Latvia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,NL,Netherlands,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,NO,Norway,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,PL,Poland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,RO,Romania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,SE,Sweden,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,SI,Slovenia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,SK,Slovakia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness Age,%,2017,UK,United Kingdom,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,AT,Austria,97.36842105,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,BE,Belgium,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,CZ,Czech Republic,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,DE,Germany,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,EE,Estonia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,EL,Greece,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,ES,Spain,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,EU_EEA31,EU/EEA,93.441064,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,EU28,EU,93.41917,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,FI,Finland,0,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,FR,France,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,HR,Croatia,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,HU,Hungary,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,IE,Ireland,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,LT,Lithuania,72.64957264,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,LV,Latvia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,NO,Norway,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,PL,Poland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,RO,Romania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,SE,Sweden,99.30313588,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,SI,Slovenia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,SK,Slovakia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2012,UK,United Kingdom,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,AT,Austria,95,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,BE,Belgium,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,CZ,Czech Republic,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,DE,Germany,93.07875894,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,EE,Estonia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,EL,Greece,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,ES,Spain,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,EU_EEA31,EU/EEA,94.405594,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,EU28,EU,94.428871,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,FI,Finland,0,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,FR,France,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,HR,Croatia,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,HU,Hungary,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,IE,Ireland,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,IT,Italy,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,LT,Lithuania,83.36755646,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,LV,Latvia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,NO,Norway,83.33333333,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,PL,Poland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,RO,Romania,0,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,SE,Sweden,98.5645933,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,SI,Slovenia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,SK,Slovakia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2013,UK,United Kingdom,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,AT,Austria,88.88888888,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,BE,Belgium,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,BG,Bulgaria,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,CZ,Czech Republic,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,DE,Germany,88.25757575,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,EE,Estonia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,EL,Greece,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,ES,Spain,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,EU_EEA31,EU/EEA,95.259938,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,EU28,EU,95.228322,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,FI,Finland,0,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,FR,France,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,HR,Croatia,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,HU,Hungary,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,IE,Ireland,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,IT,Italy,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,LT,Lithuania,98.86685552,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,LU,Luxembourg,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,LV,Latvia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,NO,Norway,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,PL,Poland,99.23664122,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,RO,Romania,0,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,SE,Sweden,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,SI,Slovenia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,SK,Slovakia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2014,UK,United Kingdom,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,AT,Austria,86.07594936,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,BE,Belgium,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,BG,Bulgaria,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,CZ,Czech Republic,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,DE,Germany,91.36363636,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,EE,Estonia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,EL,Greece,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,ES,Spain,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,EU_EEA31,EU/EEA,93.301435,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,EU28,EU,93.26923,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,FI,Finland,0,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,FR,France,90,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,HR,Croatia,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,HU,Hungary,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,IE,Ireland,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,IT,Italy,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,LT,Lithuania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,LU,Luxembourg,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,LV,Latvia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,NO,Norway,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,PL,Poland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,RO,Romania,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,SE,Sweden,99.62686567,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,SI,Slovenia,58.06451612,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,SK,Slovakia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2015,UK,United Kingdom,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,AT,Austria,95.78947368,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,BE,Belgium,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,BG,Bulgaria,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,CZ,Czech Republic,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,DE,Germany,89.91354466,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,EE,Estonia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,EL,Greece,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,ES,Spain,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,EU_EEA31,EU/EEA,94.298574,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,EU28,EU,94.348153,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,FI,Finland,0,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,FR,France,93.33333333,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,HR,Croatia,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,HU,Hungary,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,IE,Ireland,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,IT,Italy,89.58333333,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,LT,Lithuania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,LU,Luxembourg,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,LV,Latvia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,NL,Netherlands,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,NO,Norway,83.33333333,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,PL,Poland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,RO,Romania,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,SE,Sweden,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,SI,Slovenia,46.9879518,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,SK,Slovakia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2016,UK,United Kingdom,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,AT,Austria,98.37398373,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,BE,Belgium,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,BG,Bulgaria,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,CZ,Czech Republic,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,DE,Germany,91.75257731,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,EE,Estonia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,EL,Greece,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,ES,Spain,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,EU_EEA31,EU/EEA,95.011783,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,EU28,EU,95.098814,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,FI,Finland,0,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,FR,France,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,HR,Croatia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,HU,Hungary,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,IE,Ireland,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,IT,Italy,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,LT,Lithuania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,LU,Luxembourg,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,LV,Latvia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,NL,Netherlands,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,NO,Norway,81.25,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,PL,Poland,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,RO,Romania,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,SE,Sweden,-,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,SI,Slovenia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,SK,Slovakia,100,,,,,,,
Tick-borne encephalitis,Confirmed cases - Data quality,Completeness for travel association,%,2017,UK,United Kingdom,-,,,,,,,
